family	family_jp	common_name	s_name
Fabaceae	マメ	ヒロハヤブマメ	Glycine tomentella
Fabaceae	マメ	カンゾウ	Glycyrrhiza glabra
Fabaceae	マメ	カンゾウ	Glycyrrhiza glabra var. glandulifera
Fabaceae	マメ	イヌカンゾウ	Glycyrrhiza pallidiflora
Fabaceae	マメ	ウラルカンゾウ	Glycyrrhiza uralensis
Fabaceae	マメ	シバハギ	Grona heterocarpa
Fabaceae	マメ	クサハギ	Grona heterocarpa
Fabaceae	マメ	タチゲシバハギ	Grona heterocarpa
Fabaceae	マメ	ハイシバハギ	Grona heterocarpa
Fabaceae	マメ	カワリバマキエハギ	Grona heterophylla
Fabaceae	マメ	ハイマキエハギ	Grona triflora
Fabaceae	マメ	ハマイヌゲンゲ	Gueldenstaedtia maritima
Fabaceae	マメ	ホソバヒナゲンゲ	Gueldenstaedtia stenophylla
Fabaceae	マメ	ヒナゲンゲ	Gueldenstaedtia verna
Fabaceae	マメ	イヌゲンゲ	Gueldenstaedtia verna
Fabaceae	マメ	コンゴコパールノキ	Guibourtia demeusei
Fabaceae	マメ	シロツブ	Guilandina bonduc
Fabaceae	マメ	ナンテンカズラ	Guilandina crista
Fabaceae	マメ	ロッグウッド	Haematoxylum campechianum
Fabaceae	マメ	アカミノキ	Haematoxylum campechianum
Fabaceae	マメ	ヒトツバマメ	Hardenbergia monophylla
Fabaceae	マメ	ツルヒトツバ	Hardenbergia monophylla
Fabaceae	マメ	ムラサキイワオウギ	Hedysarum alpinum
Fabaceae	マメ	アカバナオウギ	Hedysarum coronarium
Fabaceae	マメ	シラゲオウギ	Hedysarum dahuricum
Fabaceae	マメ	カラフトゲンゲ	Hedysarum hedysaroides
Fabaceae	マメ	オクチシマゲンゲ	Hedysarum hedysaroides
Fabaceae	マメ	シロバナチシマゲンゲ	Hedysarum hedysaroides f. albiflorum
Fabaceae	マメ	チシマゲンゲ	Hedysarum hedysaroides f. neglectum
Fabaceae	マメ	イワオウギ	Hedysarum vicioides
Fabaceae	マメ	タテヤマオウギ	Hedysarum vicioides
Fabaceae	マメ	イワオウギ	Hedysarum vicioides subsp. japonicum var. japonicum
Fabaceae	マメ	タテヤマオウギ	Hedysarum vicioides subsp. japonicum var. japonicum
Fabaceae	マメ	ケイワオウギ	Hedysarum vicioides subsp. japonicum var. japonicum f. pilosum
Fabaceae	マメ	サヤゲイワオウギ	Hedysarum vicioides subsp. japonicum var. japonicum f. pilosum
Fabaceae	マメ	アツバケヤブハギ	Hylodesmum densum
Fabaceae	マメ	リュウキュウヌスビトハギ	Hylodesmum laterale
Fabaceae	マメ	オオバヌスビトハギ	Hylodesmum laxum
Fabaceae	マメ	サイコクトキワヤブハギ	Hylodesmum laxum
Fabaceae	マメ	トキワヤブハギ	Hylodesmum leptopus
Fabaceae	マメ	フジカンゾウ	Hylodesmum oldhamii
Fabaceae	マメ	シロバナフジカンゾウ	Hylodesmum oldhamii f. album
Fabaceae	マメ	マルバヌスビトハギ	Hylodesmum podocarpum
Fabaceae	マメ	ケヤブハギ	Hylodesmum podocarpum subsp. fallax
Fabaceae	マメ	シロバナケヤブハギ	Hylodesmum podocarpum subsp. fallax f. album
Fabaceae	マメ	ヌスビトハギ	Hylodesmum podocarpum subsp. oxyphyllum
Fabaceae	マメ	ヌスビトハギ	Hylodesmum podocarpum subsp. oxyphyllum var. japonicum
Fabaceae	マメ	シロバナヌスビトハギ	Hylodesmum podocarpum subsp. oxyphyllum var. japonicum f. albiflorum
Fabaceae	マメ	オキチハギ	Hylodesmum podocarpum subsp. oxyphyllum var. japonicum f. decorum
Fabaceae	マメ	ヤブハギ	Hylodesmum podocarpum subsp. oxyphyllum var. mandshuricum
Fabaceae	マメ	シロバナヤブハギ	Hylodesmum podocarpum subsp. oxyphyllum var. mandshuricum f. leucanthum
Fabaceae	マメ	マルバヌスビトハギ	Hylodesmum podocarpum subsp. podocarpum
Fabaceae	マメ	オオコマツナギ	Indigofera atropurpurea
Fabaceae	マメ	コマツナギ	Indigofera bungeana
Fabaceae	マメ	トウコマツナギ	Indigofera bungeana
Fabaceae	マメ	キダチコマツナギ	Indigofera bungeana
Fabaceae	マメ	ハイコマツナギ	Indigofera byobiensis
Fabaceae	マメ	ニワフジ	Indigofera decora
Fabaceae	マメ	イワフジ	Indigofera decora
Fabaceae	マメ	シロバナニワフジ	Indigofera decora f. alba
Fabaceae	マメ	マンスコマツナギ	Indigofera galegoides
Fabaceae	マメ	マンスウコマツナギ	Indigofera galegoides
Fabaceae	マメ	コダチノニワフジ	Indigofera gerardiana
Fabaceae	マメ	オオバナニワフジ	Indigofera grandiflora
Fabaceae	マメ	アフリカコマツナギ	Indigofera hendecaphylla
Fabaceae	マメ	タヌキコマツナギ	Indigofera hirsuta
Fabaceae	マメ	チョウセンニワフジ	Indigofera kirilowii
Fabaceae	マメ	コウライニワフジ	Indigofera kirilowii
Fabaceae	マメ	コバナニワフジ	Indigofera koreana
Fabaceae	マメ	ホソバコマツナギ	Indigofera linifolia
Fabaceae	マメ	ヒメコマツナギ	Indigofera linifolia
Fabaceae	マメ	ヤンバルコマツナギ	Indigofera nigrescens
Fabaceae	マメ	コマツナギ	Indigofera pseudotinctoria
Fabaceae	マメ	シロバナコマツナギ	Indigofera pseudotinctoria f. albiflora
Fabaceae	マメ	タロココマツナギ	Indigofera ramulosissima
Fabaceae	マメ	ナンバンコマツナギ	Indigofera suffruticosa
Fabaceae	マメ	タイワンコマツナギ	Indigofera tinctoria
Fabaceae	マメ	キアイ	Indigofera tinctoria
Fabaceae	マメ	ナンバンアイ	Indigofera tinctoria
Fabaceae	マメ	ミツバノコマツナギ	Indigofera trifoliata
Fabaceae	マメ	ナハエボシグサ	Indigofera trifoliata
Fabaceae	マメ	ミツバノコマツナギモドキ	Indigofera trita
Fabaceae	マメ	タイワンクサハギ	Indigofera venulosa
Fabaceae	マメ	リュウキュウコマツナギ	Indigofera zollingeriana
Fabaceae	マメ	コウトウコマツナギ	Indigofera zollingeriana
Fabaceae	マメ	タイヘイヨウグルミ	Inocarpus fagifer
Fabaceae	マメ	タシロマメ	Intsia bijuga
Fabaceae	マメ	シロヨナ	Intsia bijuga
Fabaceae	マメ	シロマメ	Intsia bijuga
Fabaceae	マメ	マルバヤハズソウ	Kummerowia stipulacea
Fabaceae	マメ	ヤハズソウ	Kummerowia striata
Fabaceae	マメ	フジマメ	Lablab purpurea
Fabaceae	マメ	シロフジマメ	Lablab purpurea 'Bengalensis'
Fabaceae	マメ	キバナフジ	Laburnum anagyroides
Fabaceae	マメ	キングサリ	Laburnum anagyroides
Fabaceae	マメ	キンレンカ	Laburnum anagyroides
Fabaceae	マメ	タクヨウレンリソウ	Lathyrus aphaca
Fabaceae	マメ	オトメレンリソウ	Lathyrus clymenum
Fabaceae	マメ	イタチササゲ	Lathyrus davidii
Fabaceae	マメ	ヒゲナシイタチササゲ	Lathyrus davidii f. kaiensis
Fabaceae	マメ	オオレンリソウ	Lathyrus grandiflorus
Fabaceae	マメ	コエンドウ	Lathyrus humilis
Fabaceae	マメ	スズメノレンリソウ	Lathyrus inconspicuus
Fabaceae	マメ	ハマエンドウ	Lathyrus japonicus
Fabaceae	マメ	シロバナハマエンドウ	Lathyrus japonicus f. albescens
Fabaceae	マメ	ユキイロハマエンドウ	Lathyrus japonicus f. albiflorus
Fabaceae	マメ	ケハマエンドウ	Lathyrus japonicus f. pubescens
Fabaceae	マメ	タチレンリソウ	Lathyrus komarovii
Fabaceae	マメ	ヒロハノレンリソウ	Lathyrus latifolius
Fabaceae	マメ	セイヨウエビラフジ	Lathyrus niger
Fabaceae	マメ	ヒゲレンリソウ	Lathyrus ochrus
Fabaceae	マメ	スイートピー	Lathyrus odoratus
Fabaceae	マメ	ジャコウエンドウ	Lathyrus odoratus
Fabaceae	マメ	エゾノレンリソウ	Lathyrus palustris
Fabaceae	マメ	セイヨウレンリソウ	Lathyrus palustris
Fabaceae	マメ	コレンリソウ	Lathyrus palustris
Fabaceae	マメ	ヤチエンドウ	Lathyrus palustris f. miyabei
Fabaceae	マメ	エゾノレンリソウ	Lathyrus palustris subsp. pilosus
Fabaceae	マメ	ヤチエンドウ	Lathyrus palustris subsp. pilosus
Fabaceae	マメ	ヒメレンリソウ	Lathyrus palustris subsp. pilosus
Fabaceae	マメ	ヤチエンドウ	Lathyrus palustris subsp. pilosus f. miyabei
Fabaceae	マメ	エゾノレンリソウ	Lathyrus palustris var. pilosus
Fabaceae	マメ	ヒメレンリソウ	Lathyrus palustris var. pilosus
Fabaceae	マメ	ヤチエンドウ	Lathyrus palustris var. pilosus
Fabaceae	マメ	キバナノレンリソウ	Lathyrus pratensis
Fabaceae	マメ	レンリソウ	Lathyrus quinquenervius
Fabaceae	マメ	カマキリソウ	Lathyrus quinquenervius
Fabaceae	マメ	シロバナレンリソウ	Lathyrus quinquenervius f. albescens
Fabaceae	マメ	ヤナギバレンリソウ	Lathyrus sylvestris
Fabaceae	マメ	ハットクマメ	Lathyrus tingitanus
Fabaceae	マメ	キュウコンエンドウ	Lathyrus tuberosus
Fabaceae	マメ	チョウセンヤマエンドウ	Lathyrus vaniotii
Fabaceae	マメ	ツルナシレンリソウ	Lathyrus vernus
Fabaceae	マメ	レンズマメ	Lens culinaris
Fabaceae	マメ	ヒラマメ	Lens culinaris
Fabaceae	マメ	ヤマツクシハギ	Lespedeza × bicoloba
Fabaceae	マメ	オクタマハギ	Lespedeza × cyrtobuergeri
Fabaceae	マメ	マルバツクシハギ	Lespedeza × cyrtoloba
Fabaceae	マメ	ヒメニシキハギ	Lespedeza × hiratsukae
Fabaceae	マメ	ツルメドハギ	Lespedeza × intermixta
Fabaceae	マメ	シロヤマハギ	Lespedeza × kagoshimensis
Fabaceae	マメ	オオマキエハギ	Lespedeza × macrovirgata
Fabaceae	マメ	イヌマキエハギ	Lespedeza × macrovirgata
Fabaceae	マメ	ナガサキハギ	Lespedeza × miquelii
Fabaceae	マメ	コシキジマハギ	Lespedeza argyrophylla
Fabaceae	マメ	ヤマハギ	Lespedeza bicolor
Fabaceae	マメ	エゾヤマハギ	Lespedeza bicolor
Fabaceae	マメ	シロバナヤマハギ	Lespedeza bicolor f. albiflora
Fabaceae	マメ	シロバナエゾヤマハギ	Lespedeza bicolor f. albiflora
Fabaceae	マメ	シロバナエゾヤマハギ	Lespedeza bicolor f. niveoflora
Fabaceae	マメ	ヤマハギ	Lespedeza bicolor var. bicolor
Fabaceae	マメ	エゾヤマハギ	Lespedeza bicolor var. bicolor
Fabaceae	マメ	シロバナヤマハギ	Lespedeza bicolor var. bicolor f. albiflora
Fabaceae	マメ	チャボヤマハギ	Lespedeza bicolor var. nana
Fabaceae	マメ	キハギ	Lespedeza buergeri
Fabaceae	マメ	シロバナキハギ	Lespedeza buergeri f. albiflora
Fabaceae	マメ	タチゲキハギ	Lespedeza buergeri f. angustifolia
Fabaceae	マメ	ホソバキハギ	Lespedeza buergeri f. angustifolia
Fabaceae	マメ	ナガバメドハギ	Lespedeza caraganae
Fabaceae	マメ	タママキエハギ	Lespedeza chinensis
Fabaceae	マメ	ウラジロマキエハギ	Lespedeza chinensis
Fabaceae	マメ	トウメドハギ	Lespedeza chinensis
Fabaceae	マメ	メドハギ	Lespedeza cuneata
Fabaceae	マメ	キバナメドハギ	Lespedeza cuneata f. flava
Fabaceae	マメ	メドハギ	Lespedeza cuneata var. cuneata
Fabaceae	マメ	ハイメドハギ	Lespedeza cuneata var. serpens
Fabaceae	マメ	マルバハギ	Lespedeza cyrtobotrya
Fabaceae	マメ	ミヤマハギ	Lespedeza cyrtobotrya
Fabaceae	マメ	カワチハギ	Lespedeza cyrtobotrya f. kawachiana
Fabaceae	マメ	シロバナマルバハギ	Lespedeza cyrtobotrya f. virginea
Fabaceae	マメ	オオバメドハギ	Lespedeza daurica
Fabaceae	マメ	オオメドハギ	Lespedeza daurica
Fabaceae	マメ	ガクハギ	Lespedeza daurica
Fabaceae	マメ	ハイオオバメドハギ	Lespedeza daurica var. prostrata
Fabaceae	マメ	ハイオオメドハギ	Lespedeza daurica var. prostrata
Fabaceae	マメ	オクシモハギ	Lespedeza davidii
Fabaceae	マメ	トウクサハギ	Lespedeza floribunda
Fabaceae	マメ	シロバナチョウセンヤマハギ	Lespedeza formosa subsp. velutina f. alba
Fabaceae	マメ	サガミメドハギ	Lespedeza hisauchii
Fabaceae	マメ	ツクシハギ	Lespedeza homoloba
Fabaceae	マメ	ビッチュウツクシハギ	Lespedeza homoloba × L. thunbergii subsp. thunbergii f. angustifolia
Fabaceae	マメ	シロバナツクシハギ	Lespedeza homoloba f. luteiflora
Fabaceae	マメ	キバナツクシハギ	Lespedeza homoloba f. luteiflora
Fabaceae	マメ	キバナノヒガンハギ	Lespedeza homoloba f. luteiflora
Fabaceae	マメ	カラメドハギ	Lespedeza inschanica
Fabaceae	マメ	チュウカメドハギ	Lespedeza inschanica
Fabaceae	マメ	シベリアメドハギ	Lespedeza juncea
Fabaceae	マメ	アオメドハギ	Lespedeza juncea
Fabaceae	マメ	イヌメドハギ	Lespedeza juncea
Fabaceae	マメ	カラメドハギ	Lespedeza juncea
Fabaceae	マメ	ケハイメドハギ	Lespedeza juncea var. serpens f. hirta
Fabaceae	マメ	アカバナメドハギ	Lespedeza lichiyuniae
Fabaceae	マメ	ハマハギ	Lespedeza maritima
Fabaceae	マメ	アヤコハギ	Lespedeza maruyamana
Fabaceae	マメ	チョウセンキハギ	Lespedeza maximowiczii
Fabaceae	マメ	シロバナチョウセンキハギ	Lespedeza maximowiczii f. albiflora
Fabaceae	マメ	シモフリキハギ	Lespedeza maximowiczii var. tomentella
Fabaceae	マメ	サンシキキハギ	Lespedeza maximowiczii var. tricolor
Fabaceae	マメ	クロバナキハギ	Lespedeza melanantha
Fabaceae	マメ	ベニクロバナキハギ	Lespedeza melanantha f. rosea
Fabaceae	マメ	チャボクロバナキハギ	Lespedeza melanantha f. rosea
Fabaceae	マメ	ヤクシマハギ	Lespedeza melanantha f. rosea
Fabaceae	マメ	ネコハギ	Lespedeza pilosa
Fabaceae	マメ	ムラサキネコハギ	Lespedeza pilosa f. bicolor
Fabaceae	マメ	シロバナネコハギ	Lespedeza pilosa f. virginea
Fabaceae	マメ	タチネコハギ	Lespedeza pilosa var. erecta
Fabaceae	マメ	ネコハギ	Lespedeza pilosa var. pilosa
Fabaceae	マメ	ムラサキネコハギ	Lespedeza pilosa var. pilosa f. bicolor
Fabaceae	マメ	シロバナネコハギ	Lespedeza pilosa var. pilosa f. virginea
Fabaceae	マメ	ビロードハギ	Lespedeza stuevei
Fabaceae	マメ	ミヤギノハギ	Lespedeza thunbergii
Fabaceae	マメ	タイワンハギ	Lespedeza thunbergii subsp. formosa
Fabaceae	マメ	ケハギ	Lespedeza thunbergii subsp. patens
Fabaceae	マメ	ウワゲケハギ	Lespedeza thunbergii subsp. patens
Fabaceae	マメ	ユキハギ	Lespedeza thunbergii subsp. patens f. nivea
Fabaceae	マメ	タテヤマハギ	Lespedeza thunbergii subsp. patens f. sericea
Fabaceae	マメ	オオミヤマハギ	Lespedeza thunbergii subsp. patens f. sericea
Fabaceae	マメ	サツマハギ	Lespedeza thunbergii subsp. satsumensis
Fabaceae	マメ	ナンゴクチョウセンヤマハギ	Lespedeza thunbergii subsp. satsumensis
Fabaceae	マメ	ミヤギノハギ	Lespedeza thunbergii subsp. thunbergii
Fabaceae	マメ	ビッチュウツクシハギ	Lespedeza thunbergii subsp. thunbergii × L. homoloba
Fabaceae	マメ	シロバナハギ	Lespedeza thunbergii subsp. thunbergii f. alba
Fabaceae	マメ	シラハギ	Lespedeza thunbergii subsp. thunbergii f. alba
Fabaceae	マメ	シロバナチョウセンヤマハギ	Lespedeza thunbergii subsp. thunbergii f. alba
Fabaceae	マメ	シロバナビッチュウヤマハギ	Lespedeza thunbergii subsp. thunbergii f. alba
Fabaceae	マメ	ビッチュウヤマハギ	Lespedeza thunbergii subsp. thunbergii f. angustifolia
Fabaceae	マメ	ニシキハギ	Lespedeza thunbergii subsp. thunbergii f. angustifolia
Fabaceae	マメ	チョウセンヤマハギ	Lespedeza thunbergii subsp. thunbergii f. angustifolia
Fabaceae	マメ	ホソバチョウセンヤマハギ	Lespedeza thunbergii subsp. thunbergii f. angustifolia
Fabaceae	マメ	ミヤギノハギ	Lespedeza thunbergii subsp. thunbergii f. angustifolia
Fabaceae	マメ	シロバナミヤギノハギ	Lespedeza thunbergii subsp. thunbergii f. miyagialba
Fabaceae	マメ	ミヤギノハギ	Lespedeza thunbergii subsp. thunbergii f. thunbergii
Fabaceae	マメ	リュウキュウハギ	Lespedeza thunbergii subsp. thunbergii f. thunbergii
Fabaceae	マメ	ソメワケハギ	Lespedeza thunbergii subsp. thunbergii f. versicolor
Fabaceae	マメ	ニシキハギ	Lespedeza thunbergii subsp. thunbergii 'Nipponica'
Fabaceae	マメ	シロバナタテヤマハギ	Lespedeza thunbergii var. patens f. leucantha
Fabaceae	マメ	イヌハギ	Lespedeza tomentosa
Fabaceae	マメ	マキエハギ	Lespedeza virgata
Fabaceae	マメ	ムラサキマキエハギ	Lespedeza virgata f. purpurea
Fabaceae	マメ	ギンゴウカン	Leucaena leucocephala
Fabaceae	マメ	ギンネム	Leucaena leucocephala
Fabaceae	マメ	ツルミヤコグサ	Lotus bertholetii
Fabaceae	マメ	セイヨウミヤコグサ	Lotus corniculatus subsp. corniculatus
Fabaceae	マメ	ミヤコグサ	Lotus corniculatus subsp. japonicus
Fabaceae	マメ	セイヨウミヤコグサ	Lotus corniculatus var. corniculatus
Fabaceae	マメ	ミヤコグサ	Lotus corniculatus var. japonicus
Fabaceae	マメ	エボシグサ	Lotus corniculatus var. japonicus
Fabaceae	マメ	ニシキミヤコグサ	Lotus corniculatus var. japonicus f. versicolor
Fabaceae	マメ	ネビキミヤコグサ	Lotus pedunculatus
Fabaceae	マメ	ケミヤコグサ	Lotus subbiflorus
Fabaceae	マメ	セイヨウケミヤコグサ	Lotus subbiflorus
Fabaceae	マメ	セイヨウヒメミヤコグサ	Lotus subbiflorus
Fabaceae	マメ	シロバナミヤコグサ	Lotus taitungensis
Fabaceae	マメ	シロバナノミヤコグサ	Lotus taitungensis
Fabaceae	マメ	アマミエボシグサ	Lotus taitungensis
Fabaceae	マメ	ワタリミヤコグサ	Lotus tenuis
Fabaceae	マメ	シロバナハウチワマメ	Lupinus albus
Fabaceae	マメ	ニシキハウチワマメ	Lupinus hartwegii
Fabaceae	マメ	キバナハウチワマメ	Lupinus luteus
Fabaceae	マメ	キバナルピナス	Lupinus luteus
Fabaceae	マメ	ノボリフジ	Lupinus luteus
Fabaceae	マメ	ケハウチワマメ	Lupinus micranthus
Fabaceae	マメ	カサバルピナス	Lupinus micranthus
Fabaceae	マメ	ケノボリフジ	Lupinus micranthus
Fabaceae	マメ	マダラハウチワマメ	Lupinus mutabilis
Fabaceae	マメ	チャボハウチワマメ	Lupinus nanus
Fabaceae	マメ	チシマハウチワマメ	Lupinus nootkatensis
Fabaceae	マメ	ハウチワマメ	Lupinus perennis
Fabaceae	マメ	タヨウハウチワマメ	Lupinus polyphyllus
Fabaceae	マメ	シュッコンルピナス	Lupinus polyphyllus
Fabaceae	マメ	ルピナス	Lupinus polyphyllus
Fabaceae	マメ	イヌエンジュ	Maackia amurensis
Fabaceae	マメ	ハネミイヌエンジュ	Maackia amurensis
Fabaceae	マメ	カライヌエンジュ	Maackia amurensis
Fabaceae	マメ	ケハネミイヌエンジュ	Maackia amurensis
Fabaceae	マメ	トウイヌエンジュ	Maackia amurensis
Fabaceae	マメ	ハネミノイヌエンジュ	Maackia amurensis
Fabaceae	マメ	イヌエンジュ	Maackia amurensis subsp. buergeri
Fabaceae	マメ	カライヌエンジュ	Maackia amurensis subsp. buergeri
Fabaceae	マメ	トウイヌエンジュ	Maackia amurensis subsp. buergeri
Fabaceae	マメ	ハネミノイヌエンジュ	Maackia amurensis subsp. buergeri
Fabaceae	マメ	ハネミイヌエンジュ	Maackia amurensis subsp. buergeri
Fabaceae	マメ	ケハネミイヌエンジュ	Maackia amurensis subsp. buergeri
Fabaceae	マメ	タイワンエンジュ	Maackia taiwanensis
Fabaceae	マメ	シマエンジュ	Maackia tashiroi
Fabaceae	マメ	クロバナツルアズキ	Macroptilium atropurpureum
Fabaceae	マメ	ナンバンアカバナアズキ	Macroptilium lathyroides
Fabaceae	マメ	タチナンバンアズキ	Macroptilium lathyroides
Fabaceae	マメ	キバナフジマメ	Macrotyloma uniflorum
Fabaceae	マメ	ニセホオズキハギ	Mecopus nidulans
Fabaceae	マメ	モンツキウマゴヤシ	Medicago arabica
Fabaceae	マメ	トゲミノウマゴヤシ	Medicago ciliaris
Fabaceae	マメ	トゲミウマゴヤシ	Medicago ciliaris
Fabaceae	マメ	ニセウマゴヤシ	Medicago hispida
Fabaceae	マメ	キレハウマゴヤシ	Medicago laciniata
Fabaceae	マメ	コメツブウマゴヤシ	Medicago lupulina
Fabaceae	マメ	オニコメツブウマゴヤシ	Medicago lupulina var. cupanina
Fabaceae	マメ	ネバリコメツブウマゴヤシ	Medicago lupulina var. glandulosa
Fabaceae	マメ	コウマゴヤシ	Medicago minima
Fabaceae	マメ	マルミウマゴヤシ	Medicago murex var. aculeata subvar. sphaerica
Fabaceae	マメ	ウマゴヤシ	Medicago polymorpha
Fabaceae	マメ	トゲナシウマゴヤシ	Medicago polymorpha var. confinis
Fabaceae	マメ	カギバリウマゴヤシ	Medicago praecox
Fabaceae	マメ	マンシュウウマゴヤシ	Medicago ruthenica
Fabaceae	マメ	キバナウマゴヤシ	Medicago ruthenica
Fabaceae	マメ	ムラサキウマゴヤシ	Medicago sativa
Fabaceae	マメ	アルファルファ	Medicago sativa
Fabaceae	マメ	コガネウマゴヤシ	Medicago sativa subsp. falcata
Fabaceae	マメ	ウズマキウマゴヤシ	Medicago scutellata
Fabaceae	マメ	タルウマゴヤシ	Medicago truncatula
Fabaceae	マメ	セイタカコゴメハギ	Melilotus altissimus
Fabaceae	マメ	ノコバシナガワハギ	Melilotus dentatus
Fabaceae	マメ	モウコエビラハギ	Melilotus dentatus
Fabaceae	マメ	コシナガワハギ	Melilotus indicus
Fabaceae	マメ	セイヨウエビラハギ	Melilotus officinalis
Fabaceae	マメ	シロバナシナガワハギ	Melilotus officinalis subsp. albus
Fabaceae	マメ	コゴメハギ	Melilotus officinalis subsp. albus
Fabaceae	マメ	シロバナノシナガワハギ	Melilotus officinalis subsp. albus
Fabaceae	マメ	ヒシバシナガワハギ	Melilotus officinalis subsp. officinalis var. micranthus
Fabaceae	マメ	セイヨウエビラハギ	Melilotus officinalis subsp. officinalis var. officinalis
Fabaceae	マメ	シナガワハギ	Melilotus officinalis subsp. suaveolens
Fabaceae	マメ	エビラハギ	Melilotus officinalis subsp. suaveolens
Fabaceae	マメ	ヒシバシナガワハギ	Melilotus officinalis var. micranthus
Fabaceae	マメ	ドクフジ	Millettia pachycarpa
Fabaceae	マメ	トバ	Millettia pachycarpa
Fabaceae	マメ	ボタンフジ	Millettia pulchra var. microphylla
Fabaceae	マメ	オジギソウ	Mimosa pudica
Fabaceae	マメ	ネムリグサ	Mimosa pudica
Fabaceae	マメ	ワニグチモダマ	Mucuna gigantea
Fabaceae	マメ	ミドリモダマ	Mucuna gigantea
Fabaceae	マメ	ムニンモダマ	Mucuna gigantea
Fabaceae	マメ	タシロクズマメ	Mucuna gigantea subsp. tashiroi
Fabaceae	マメ	ウジルカンダ	Mucuna macrocarpa
Fabaceae	マメ	イルカンダ	Mucuna macrocarpa
Fabaceae	マメ	クズモダマ	Mucuna macrocarpa
Fabaceae	マメ	タイワンワニグチ	Mucuna macrocarpa
Fabaceae	マメ	カマエカズラ	Mucuna macrocarpa
Fabaceae	マメ	カショウクズマメ	Mucuna membranacea
Fabaceae	マメ	ハネミノモダマ	Mucuna membranacea
Fabaceae	マメ	ハリゲクズモダマ	Mucuna pruriens var. pruriens
Fabaceae	マメ	ハッショウマメ	Mucuna pruriens var. utilis
Fabaceae	マメ	トビカズラ	Mucuna sempervirens
Fabaceae	マメ	アイラトビカズラ	Mucuna sempervirens
Fabaceae	マメ	ヒメミズオジギソウ	Neptunia gracilis
Fabaceae	マメ	ミズオジギソウ	Neptunia oleracea
Fabaceae	マメ	ケミズオジギソウ	Neptunia pubescens
Fabaceae	マメ	オカミズオジギソウ	Neptunia triquetra
Fabaceae	マメ	ミソナオシ	Ohwia caudata
Fabaceae	マメ	ウジクサ	Ohwia caudata
Fabaceae	マメ	イガマメ	Onobrychis viciifolia
Fabaceae	マメ	ハリモクシュク	Ononis spinosa
Fabaceae	マメ	タヌキヤブマメ	Ophrestia pinnata
Fabaceae	マメ	ハマセンナ	Ormocarpum cochinchinense
Fabaceae	マメ	ハマエンジュ	Ormocarpum cochinchinense
Fabaceae	マメ	ベニマメノキ	Ormosia formosana
Fabaceae	マメ	コウシュンベニマメノキ	Ormosia hengchuniana
Fabaceae	マメ	キバナツノウマゴヤシ	Ornithopus compressus
Fabaceae	マメ	ヒメツノウマゴヤシ	Ornithopus perpusillus
Fabaceae	マメ	ツノウマゴヤシ	Ornithopus sativus
Fabaceae	マメ	セラデラ	Ornithopus sativus
Fabaceae	マメ	ハナヌスビトハギ	Ototropis elegans
Fabaceae	マメ	フジバナマメ	Ototropis multiflora
Fabaceae	マメ	オオバマイハギ	Ototropis sequax
Fabaceae	マメ	ミヤマオウギ	Oxytropis arnertii
Fabaceae	マメ	フジボゲンゲ	Oxytropis caerulea
Fabaceae	マメ	リシリゲンゲ	Oxytropis campestris
Fabaceae	マメ	クモマオウギ	Oxytropis campestris
Fabaceae	マメ	リシリゲンゲ	Oxytropis campestris subsp. rishiriensis
Fabaceae	マメ	タカネオウギ	Oxytropis campestris subsp. rishiriensis
Fabaceae	マメ	モウコゲンゲ	Oxytropis filiformis
Fabaceae	マメ	オオゲンゲ	Oxytropis grandiflora
Fabaceae	マメ	ホザキゲンゲ	Oxytropis hirta
Fabaceae	マメ	キタホザキゲンゲ	Oxytropis hirta
Fabaceae	マメ	オヤマノエンドウ	Oxytropis japonica
Fabaceae	マメ	オヤマノエンドウ	Oxytropis japonica var. japonica
Fabaceae	マメ	シロバナオヤマノエンドウ	Oxytropis japonica var. japonica f. albiflora
Fabaceae	マメ	エゾオヤマノエンドウ	Oxytropis japonica var. sericea
Fabaceae	マメ	シロバナエゾオヤマノエンドウ	Oxytropis japonica var. sericea f. leucantha
Fabaceae	マメ	クナシリオヤマノエンドウ	Oxytropis kunashiriensis
Fabaceae	マメ	シベリアゲンゲ	Oxytropis leptophylla
Fabaceae	マメ	シベリヤゲンゲ	Oxytropis leptophylla
Fabaceae	マメ	レブンソウ	Oxytropis megalantha
Fabaceae	マメ	シロバナレブンソウ	Oxytropis megalantha f. albiflora
Fabaceae	マメ	コバゲンゲ	Oxytropis microphylla
Fabaceae	マメ	スギナエンドウ	Oxytropis myriophylla
Fabaceae	マメ	クルマバゲンゲ	Oxytropis oxyphylla
Fabaceae	マメ	イワゲンゲ	Oxytropis oxyphylla
Fabaceae	マメ	キヌゲンゲ	Oxytropis racemosa
Fabaceae	マメ	アワダチゲンゲ	Oxytropis racemosa
Fabaceae	マメ	トウキヌゲンゲ	Oxytropis racemosa
Fabaceae	マメ	ヒダカミヤマノエンドウ	Oxytropis retusa
Fabaceae	マメ	コダマソウ	Oxytropis retusa
Fabaceae	マメ	オカダゲンゲ	Oxytropis revoluta
Fabaceae	マメ	ヒダカゲンゲ	Oxytropis revoluta
Fabaceae	マメ	マシケゲンゲ	Oxytropis shokanbetsuensis
Fabaceae	マメ	ウスゲマシケゲンゲ	Oxytropis shokanbetsuensis f. pilosa
Fabaceae	マメ	ヒロハキヌゲンゲ	Oxytropis sylvatica
